,Element,Episode,Title,Included,Type_of_element,Category_of_element,HasLocation
10667,Conifer,S13E04,EVENING AT SUNSET,1,Vegetation,Landscape,1
10668,Cumulus,S13E04,EVENING AT SUNSET,0,Sky,Landscape,0
10669,Deciduous,S13E04,EVENING AT SUNSET,1,Vegetation,Landscape,1
10670,Diane Andre,S13E04,EVENING AT SUNSET,0,Painted_by_a_guest,Execution,0
10671,Dock,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10672,Double Oval Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10673,Farm,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10674,Fence,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10675,Fire,S13E04,EVENING AT SUNSET,0,Human_presence,Human,0
10676,Florida Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10677,Flowers,S13E04,EVENING AT SUNSET,0,Vegetation,Landscape,1
10678,FOG,S13E04,EVENING AT SUNSET,0,Season_and_weather,Time_and_atmosphere,1
10679,Framed,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10680,Grass,S13E04,EVENING AT SUNSET,0,Vegetation,Landscape,1
10681,Guest,S13E04,EVENING AT SUNSET,0,Painted_by_a_guest,Execution,0
10682,Half Circle Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10683,Half Oval Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10684,Hills,S13E04,EVENING AT SUNSET,0,Topography,Landscape,1
10685,Lakes,S13E04,EVENING AT SUNSET,0,Water,Landscape,1
10686,Lake,S13E04,EVENING AT SUNSET,0,Water,Landscape,1
10687,Lighthouse,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10688,Mill,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10689,Moon,S13E04,EVENING AT SUNSET,0,Sky,Landscape,0
10690,Mountains,S13E04,EVENING AT SUNSET,0,Topography,Landscape,1
10691,Mountain,S13E04,EVENING AT SUNSET,0,Topography,Landscape,1
10692,Night,S13E04,EVENING AT SUNSET,0,Time_of_day,Time_and_atmosphere,0
10693,Ocean,S13E04,EVENING AT SUNSET,0,Water,Landscape,1
10694,Oval Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10695,Palm Trees,S13E04,EVENING AT SUNSET,0,Vegetation,Landscape,1
10696,Path,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10697,Person,S13E04,EVENING AT SUNSET,0,Person,Human,0
10698,Portrait,S13E04,EVENING AT SUNSET,0,Painting_type,Human,0
10699,Rectangle 3D Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10700,Rectangular Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10701,River,S13E04,EVENING AT SUNSET,1,Water,Landscape,1
10702,Rocks,S13E04,EVENING AT SUNSET,1,Rocks,Landscape,1
10703,Seashell Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10704,Snowy Mountain,S13E04,EVENING AT SUNSET,0,Topography,Landscape,1
10705,Snow,S13E04,EVENING AT SUNSET,0,Season_and_weather,Time_and_atmosphere,1
10706,Split Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10707,Steve Ross,S13E04,EVENING AT SUNSET,0,Painted_by_a_guest,Execution,0
10708,Structure,S13E04,EVENING AT SUNSET,1,Human_built,Human,1
10709,SUN,S13E04,EVENING AT SUNSET,0,Sky,Landscape,0
10710,Tomb Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10711,Trees,S13E04,EVENING AT SUNSET,1,Vegetation,Landscape,1
10712,Tree,S13E04,EVENING AT SUNSET,1,Vegetation,Landscape,1
10713,Triple Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10714,Waterfall,S13E04,EVENING AT SUNSET,0,Water,Landscape,1
10715,Waves,S13E04,EVENING AT SUNSET,0,Water,Landscape,1
10716,Windmill,S13E04,EVENING AT SUNSET,0,Human_built,Human,1
10717,Window Frame,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10718,Winter,S13E04,EVENING AT SUNSET,0,Season_and_weather,Time_and_atmosphere,0
10719,Wood Framed,S13E04,EVENING AT SUNSET,0,Frame,Execution,0
10720,Apple Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10721,Aurora Borealis,S13E05,MOUNTAIN VIEW,0,Sky,Landscape,1
10722,Barn,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10723,Beach,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10724,Boat,S13E05,MOUNTAIN VIEW,0,Human_presence,Human,1
10725,Bridge,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10726,Building,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10727,Bushes,S13E05,MOUNTAIN VIEW,0,Vegetation,Landscape,1
10728,Cabin,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10729,Cactus,S13E05,MOUNTAIN VIEW,0,Vegetation,Landscape,1
10730,Circle Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10731,Cirrus,S13E05,MOUNTAIN VIEW,0,Sky,Landscape,0
10732,Cliff,S13E05,MOUNTAIN VIEW,0,Topography,Landscape,1
10733,Clouds,S13E05,MOUNTAIN VIEW,1,Sky,Landscape,0
10734,Conifer,S13E05,MOUNTAIN VIEW,0,Vegetation,Landscape,1
10735,Cumulus,S13E05,MOUNTAIN VIEW,0,Sky,Landscape,0
10736,Deciduous,S13E05,MOUNTAIN VIEW,1,Vegetation,Landscape,1
10737,Diane Andre,S13E05,MOUNTAIN VIEW,0,Painted_by_a_guest,Execution,0
10738,Dock,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10739,Double Oval Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10740,Farm,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10741,Fence,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10742,Fire,S13E05,MOUNTAIN VIEW,0,Human_presence,Human,0
10743,Florida Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10744,Flowers,S13E05,MOUNTAIN VIEW,0,Vegetation,Landscape,1
10745,FOG,S13E05,MOUNTAIN VIEW,0,Season_and_weather,Time_and_atmosphere,1
10746,Framed,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10747,Grass,S13E05,MOUNTAIN VIEW,1,Vegetation,Landscape,1
10748,Guest,S13E05,MOUNTAIN VIEW,0,Painted_by_a_guest,Execution,0
10749,Half Circle Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10750,Half Oval Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10751,Hills,S13E05,MOUNTAIN VIEW,0,Topography,Landscape,1
10752,Lakes,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10753,Lake,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10754,Lighthouse,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10755,Mill,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10756,Moon,S13E05,MOUNTAIN VIEW,0,Sky,Landscape,0
10757,Mountains,S13E05,MOUNTAIN VIEW,1,Topography,Landscape,1
10758,Mountain,S13E05,MOUNTAIN VIEW,1,Topography,Landscape,1
10759,Night,S13E05,MOUNTAIN VIEW,0,Time_of_day,Time_and_atmosphere,0
10760,Ocean,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10761,Oval Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10762,Palm Trees,S13E05,MOUNTAIN VIEW,0,Vegetation,Landscape,1
10763,Path,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10764,Person,S13E05,MOUNTAIN VIEW,0,Person,Human,0
10765,Portrait,S13E05,MOUNTAIN VIEW,0,Painting_type,Human,0
10766,Rectangle 3D Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10767,Rectangular Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10768,River,S13E05,MOUNTAIN VIEW,1,Water,Landscape,1
10769,Rocks,S13E05,MOUNTAIN VIEW,1,Rocks,Landscape,1
10770,Seashell Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10771,Snowy Mountain,S13E05,MOUNTAIN VIEW,0,Topography,Landscape,1
10772,Snow,S13E05,MOUNTAIN VIEW,0,Season_and_weather,Time_and_atmosphere,1
10773,Split Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10774,Steve Ross,S13E05,MOUNTAIN VIEW,0,Painted_by_a_guest,Execution,0
10775,Structure,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10776,SUN,S13E05,MOUNTAIN VIEW,0,Sky,Landscape,0
10777,Tomb Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10778,Trees,S13E05,MOUNTAIN VIEW,1,Vegetation,Landscape,1
10779,Tree,S13E05,MOUNTAIN VIEW,1,Vegetation,Landscape,1
10780,Triple Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10781,Waterfall,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10782,Waves,S13E05,MOUNTAIN VIEW,0,Water,Landscape,1
10783,Windmill,S13E05,MOUNTAIN VIEW,0,Human_built,Human,1
10784,Window Frame,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10785,Winter,S13E05,MOUNTAIN VIEW,0,Season_and_weather,Time_and_atmosphere,0
10786,Wood Framed,S13E05,MOUNTAIN VIEW,0,Frame,Execution,0
10787,Apple Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10788,Aurora Borealis,S13E06,HIDDEN CREEK,0,Sky,Landscape,1
10789,Barn,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10790,Beach,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10791,Boat,S13E06,HIDDEN CREEK,0,Human_presence,Human,1
10792,Bridge,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10793,Building,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10794,Bushes,S13E06,HIDDEN CREEK,0,Vegetation,Landscape,1
10795,Cabin,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10796,Cactus,S13E06,HIDDEN CREEK,0,Vegetation,Landscape,1
10797,Circle Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10798,Cirrus,S13E06,HIDDEN CREEK,0,Sky,Landscape,0
10799,Cliff,S13E06,HIDDEN CREEK,0,Topography,Landscape,1
10800,Clouds,S13E06,HIDDEN CREEK,0,Sky,Landscape,0
10801,Conifer,S13E06,HIDDEN CREEK,0,Vegetation,Landscape,1
10802,Cumulus,S13E06,HIDDEN CREEK,0,Sky,Landscape,0
10803,Deciduous,S13E06,HIDDEN CREEK,1,Vegetation,Landscape,1
10804,Diane Andre,S13E06,HIDDEN CREEK,0,Painted_by_a_guest,Execution,0
10805,Dock,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10806,Double Oval Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10807,Farm,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10808,Fence,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10809,Fire,S13E06,HIDDEN CREEK,0,Human_presence,Human,0
10810,Florida Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10811,Flowers,S13E06,HIDDEN CREEK,0,Vegetation,Landscape,1
10812,FOG,S13E06,HIDDEN CREEK,0,Season_and_weather,Time_and_atmosphere,1
10813,Framed,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10814,Grass,S13E06,HIDDEN CREEK,1,Vegetation,Landscape,1
10815,Guest,S13E06,HIDDEN CREEK,0,Painted_by_a_guest,Execution,0
10816,Half Circle Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10817,Half Oval Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10818,Hills,S13E06,HIDDEN CREEK,0,Topography,Landscape,1
10819,Lakes,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10820,Lake,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10821,Lighthouse,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10822,Mill,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10823,Moon,S13E06,HIDDEN CREEK,0,Sky,Landscape,0
10824,Mountains,S13E06,HIDDEN CREEK,0,Topography,Landscape,1
10825,Mountain,S13E06,HIDDEN CREEK,0,Topography,Landscape,1
10826,Night,S13E06,HIDDEN CREEK,0,Time_of_day,Time_and_atmosphere,0
10827,Ocean,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10828,Oval Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10829,Palm Trees,S13E06,HIDDEN CREEK,0,Vegetation,Landscape,1
10830,Path,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10831,Person,S13E06,HIDDEN CREEK,0,Person,Human,0
10832,Portrait,S13E06,HIDDEN CREEK,0,Painting_type,Human,0
10833,Rectangle 3D Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10834,Rectangular Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10835,River,S13E06,HIDDEN CREEK,1,Water,Landscape,1
10836,Rocks,S13E06,HIDDEN CREEK,0,Rocks,Landscape,1
10837,Seashell Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10838,Snowy Mountain,S13E06,HIDDEN CREEK,0,Topography,Landscape,1
10839,Snow,S13E06,HIDDEN CREEK,0,Season_and_weather,Time_and_atmosphere,1
10840,Split Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10841,Steve Ross,S13E06,HIDDEN CREEK,0,Painted_by_a_guest,Execution,0
10842,Structure,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10843,SUN,S13E06,HIDDEN CREEK,0,Sky,Landscape,0
10844,Tomb Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10845,Trees,S13E06,HIDDEN CREEK,1,Vegetation,Landscape,1
10846,Tree,S13E06,HIDDEN CREEK,1,Vegetation,Landscape,1
10847,Triple Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10848,Waterfall,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10849,Waves,S13E06,HIDDEN CREEK,0,Water,Landscape,1
10850,Windmill,S13E06,HIDDEN CREEK,0,Human_built,Human,1
10851,Window Frame,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10852,Winter,S13E06,HIDDEN CREEK,0,Season_and_weather,Time_and_atmosphere,0
10853,Wood Framed,S13E06,HIDDEN CREEK,0,Frame,Execution,0
10854,Apple Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10855,Aurora Borealis,S13E07,PEACEFUL HAVEN,0,Sky,Landscape,1
10856,Barn,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10857,Beach,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10858,Boat,S13E07,PEACEFUL HAVEN,0,Human_presence,Human,1
10859,Bridge,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10860,Building,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10861,Bushes,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10862,Cabin,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10863,Cactus,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10864,Circle Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10865,Cirrus,S13E07,PEACEFUL HAVEN,0,Sky,Landscape,0
10866,Cliff,S13E07,PEACEFUL HAVEN,0,Topography,Landscape,1
10867,Clouds,S13E07,PEACEFUL HAVEN,1,Sky,Landscape,0
10868,Conifer,S13E07,PEACEFUL HAVEN,1,Vegetation,Landscape,1
10869,Cumulus,S13E07,PEACEFUL HAVEN,1,Sky,Landscape,0
10870,Deciduous,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10871,Diane Andre,S13E07,PEACEFUL HAVEN,0,Painted_by_a_guest,Execution,0
10872,Dock,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10873,Double Oval Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10874,Farm,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10875,Fence,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10876,Fire,S13E07,PEACEFUL HAVEN,0,Human_presence,Human,0
10877,Florida Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10878,Flowers,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10879,FOG,S13E07,PEACEFUL HAVEN,0,Season_and_weather,Time_and_atmosphere,1
10880,Framed,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10881,Grass,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10882,Guest,S13E07,PEACEFUL HAVEN,0,Painted_by_a_guest,Execution,0
10883,Half Circle Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10884,Half Oval Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10885,Hills,S13E07,PEACEFUL HAVEN,0,Topography,Landscape,1
10886,Lakes,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10887,Lake,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10888,Lighthouse,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10889,Mill,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10890,Moon,S13E07,PEACEFUL HAVEN,0,Sky,Landscape,0
10891,Mountains,S13E07,PEACEFUL HAVEN,0,Topography,Landscape,1
10892,Mountain,S13E07,PEACEFUL HAVEN,0,Topography,Landscape,1
10893,Night,S13E07,PEACEFUL HAVEN,0,Time_of_day,Time_and_atmosphere,0
10894,Ocean,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10895,Oval Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10896,Palm Trees,S13E07,PEACEFUL HAVEN,0,Vegetation,Landscape,1
10897,Path,S13E07,PEACEFUL HAVEN,1,Human_built,Human,1
10898,Person,S13E07,PEACEFUL HAVEN,0,Person,Human,0
10899,Portrait,S13E07,PEACEFUL HAVEN,0,Painting_type,Human,0
10900,Rectangle 3D Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10901,Rectangular Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10902,River,S13E07,PEACEFUL HAVEN,1,Water,Landscape,1
10903,Rocks,S13E07,PEACEFUL HAVEN,0,Rocks,Landscape,1
10904,Seashell Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10905,Snowy Mountain,S13E07,PEACEFUL HAVEN,0,Topography,Landscape,1
10906,Snow,S13E07,PEACEFUL HAVEN,0,Season_and_weather,Time_and_atmosphere,1
10907,Split Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10908,Steve Ross,S13E07,PEACEFUL HAVEN,0,Painted_by_a_guest,Execution,0
10909,Structure,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10910,SUN,S13E07,PEACEFUL HAVEN,0,Sky,Landscape,0
10911,Tomb Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10912,Trees,S13E07,PEACEFUL HAVEN,1,Vegetation,Landscape,1
10913,Tree,S13E07,PEACEFUL HAVEN,1,Vegetation,Landscape,1
10914,Triple Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10915,Waterfall,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10916,Waves,S13E07,PEACEFUL HAVEN,0,Water,Landscape,1
10917,Windmill,S13E07,PEACEFUL HAVEN,0,Human_built,Human,1
10918,Window Frame,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10919,Winter,S13E07,PEACEFUL HAVEN,0,Season_and_weather,Time_and_atmosphere,0
10920,Wood Framed,S13E07,PEACEFUL HAVEN,0,Frame,Execution,0
10921,Apple Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10922,Aurora Borealis,S13E08,MOUNTAIN EXHIBITION,0,Sky,Landscape,1
10923,Barn,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10924,Beach,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10925,Boat,S13E08,MOUNTAIN EXHIBITION,0,Human_presence,Human,1
10926,Bridge,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10927,Building,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10928,Bushes,S13E08,MOUNTAIN EXHIBITION,0,Vegetation,Landscape,1
10929,Cabin,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10930,Cactus,S13E08,MOUNTAIN EXHIBITION,0,Vegetation,Landscape,1
10931,Circle Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10932,Cirrus,S13E08,MOUNTAIN EXHIBITION,0,Sky,Landscape,0
10933,Cliff,S13E08,MOUNTAIN EXHIBITION,0,Topography,Landscape,1
10934,Clouds,S13E08,MOUNTAIN EXHIBITION,1,Sky,Landscape,0
10935,Conifer,S13E08,MOUNTAIN EXHIBITION,1,Vegetation,Landscape,1
10936,Cumulus,S13E08,MOUNTAIN EXHIBITION,1,Sky,Landscape,0
10937,Deciduous,S13E08,MOUNTAIN EXHIBITION,0,Vegetation,Landscape,1
10938,Diane Andre,S13E08,MOUNTAIN EXHIBITION,0,Painted_by_a_guest,Execution,0
10939,Dock,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10940,Double Oval Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10941,Farm,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10942,Fence,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10943,Fire,S13E08,MOUNTAIN EXHIBITION,0,Human_presence,Human,0
10944,Florida Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10945,Flowers,S13E08,MOUNTAIN EXHIBITION,0,Vegetation,Landscape,1
10946,FOG,S13E08,MOUNTAIN EXHIBITION,0,Season_and_weather,Time_and_atmosphere,1
10947,Framed,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10948,Grass,S13E08,MOUNTAIN EXHIBITION,1,Vegetation,Landscape,1
10949,Guest,S13E08,MOUNTAIN EXHIBITION,0,Painted_by_a_guest,Execution,0
10950,Half Circle Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10951,Half Oval Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10952,Hills,S13E08,MOUNTAIN EXHIBITION,0,Topography,Landscape,1
10953,Lakes,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10954,Lake,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10955,Lighthouse,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10956,Mill,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10957,Moon,S13E08,MOUNTAIN EXHIBITION,0,Sky,Landscape,0
10958,Mountains,S13E08,MOUNTAIN EXHIBITION,1,Topography,Landscape,1
10959,Mountain,S13E08,MOUNTAIN EXHIBITION,1,Topography,Landscape,1
10960,Night,S13E08,MOUNTAIN EXHIBITION,0,Time_of_day,Time_and_atmosphere,0
10961,Ocean,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10962,Oval Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10963,Palm Trees,S13E08,MOUNTAIN EXHIBITION,0,Vegetation,Landscape,1
10964,Path,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10965,Person,S13E08,MOUNTAIN EXHIBITION,0,Person,Human,0
10966,Portrait,S13E08,MOUNTAIN EXHIBITION,0,Painting_type,Human,0
10967,Rectangle 3D Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10968,Rectangular Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10969,River,S13E08,MOUNTAIN EXHIBITION,1,Water,Landscape,1
10970,Rocks,S13E08,MOUNTAIN EXHIBITION,0,Rocks,Landscape,1
10971,Seashell Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10972,Snowy Mountain,S13E08,MOUNTAIN EXHIBITION,1,Topography,Landscape,1
10973,Snow,S13E08,MOUNTAIN EXHIBITION,0,Season_and_weather,Time_and_atmosphere,1
10974,Split Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10975,Steve Ross,S13E08,MOUNTAIN EXHIBITION,0,Painted_by_a_guest,Execution,0
10976,Structure,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10977,SUN,S13E08,MOUNTAIN EXHIBITION,0,Sky,Landscape,0
10978,Tomb Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10979,Trees,S13E08,MOUNTAIN EXHIBITION,1,Vegetation,Landscape,1
10980,Tree,S13E08,MOUNTAIN EXHIBITION,1,Vegetation,Landscape,1
10981,Triple Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10982,Waterfall,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10983,Waves,S13E08,MOUNTAIN EXHIBITION,0,Water,Landscape,1
10984,Windmill,S13E08,MOUNTAIN EXHIBITION,0,Human_built,Human,1
10985,Window Frame,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10986,Winter,S13E08,MOUNTAIN EXHIBITION,0,Season_and_weather,Time_and_atmosphere,0
10987,Wood Framed,S13E08,MOUNTAIN EXHIBITION,0,Frame,Execution,0
10988,Apple Frame,S13E09,EMERALD WATERS,0,Frame,Execution,0
10989,Aurora Borealis,S13E09,EMERALD WATERS,0,Sky,Landscape,1
10990,Barn,S13E09,EMERALD WATERS,0,Human_built,Human,1
10991,Beach,S13E09,EMERALD WATERS,0,Water,Landscape,1
10992,Boat,S13E09,EMERALD WATERS,0,Human_presence,Human,1
10993,Bridge,S13E09,EMERALD WATERS,0,Human_built,Human,1
10994,Building,S13E09,EMERALD WATERS,0,Human_built,Human,1
10995,Bushes,S13E09,EMERALD WATERS,1,Vegetation,Landscape,1
10996,Cabin,S13E09,EMERALD WATERS,0,Human_built,Human,1
10997,Cactus,S13E09,EMERALD WATERS,0,Vegetation,Landscape,1
10998,Circle Frame,S13E09,EMERALD WATERS,0,Frame,Execution,0
10999,Cirrus,S13E09,EMERALD WATERS,0,Sky,Landscape,0
11000,Cliff,S13E09,EMERALD WATERS,0,Topography,Landscape,1
11001,Clouds,S13E09,EMERALD WATERS,0,Sky,Landscape,0
11002,Conifer,S13E09,EMERALD WATERS,0,Vegetation,Landscape,1
11003,Cumulus,S13E09,EMERALD WATERS,0,Sky,Landscape,0
11004,Deciduous,S13E09,EMERALD WATERS,1,Vegetation,Landscape,1
11005,Diane Andre,S13E09,EMERALD WATERS,0,Painted_by_a_guest,Execution,0
11006,Dock,S13E09,EMERALD WATERS,0,Human_built,Human,1
11007,Double Oval Frame,S13E09,EMERALD WATERS,0,Frame,Execution,0
11008,Farm,S13E09,EMERALD WATERS,0,Human_built,Human,1
11009,Fence,S13E09,EMERALD WATERS,0,Human_built,Human,1
11010,Fire,S13E09,EMERALD WATERS,0,Human_presence,Human,0
11011,Florida Frame,S13E09,EMERALD WATERS,0,Frame,Execution,0
11012,Flowers,S13E09,EMERALD WATERS,0,Vegetation,Landscape,1
11013,FOG,S13E09,EMERALD WATERS,0,Season_and_weather,Time_and_atmosphere,1
11014,Framed,S13E09,EMERALD WATERS,0,Frame,Execution,0
11015,Grass,S13E09,EMERALD WATERS,0,Vegetation,Landscape,1
11016,Guest,S13E09,EMERALD WATERS,0,Painted_by_a_guest,Execution,0
